x,y,lat__lat,lon__long,identifier__identifiant,station_id__id_station,period_value__valeur_periode,period_group__groupe_periode,province__province,date,temp_mean__temp_moyenne,temp_mean_units__temp_moyenne_unites,temp_max__temp_max,temp_max_units__temp_max_unites,temp_min__temp_min,temp_min_units__temp_min_unites,total_precip__precip_totale,total_precip_units__precip_totale_unites,rain__pluie,rain_units__pluie_unites,snow__neige,snow_units__neige_unites,pressure_sea_level__pression_niveau_mer,pressure_sea_level_units__pression_niveau_mer_unite,pressure_station__pression_station,pressure_station_units__pression_station_unites,wind_speed__vitesse_vent,wind_speed_units__vitesse_vent_unites
-79.25,42.87,42.87,-79.25,613F606.1996.07,613F606,Jul,Monthly,ON,1996-07,,C,,C,,C,,mm,,mm,,mm,1014.4,hPa,-9999.9,hPa,,kph
-71.33,48.57,48.57,-71.33,7066820.2013.04,7066820,Apr,Monthly,QC,2013-04,1.8,C,7.9,C,-4.3,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-97.24,49,49,-97.24,5020882.1996.12,5020882,Dec,Monthly,MB,1996-12,,C,,C,,C,60,mm,0.4,mm,59.5,mm,-9999.9,hPa,-9999.9,hPa,,kph
-110.7208,50.0189,50.0189,-110.7208,3034480.2011.10,3034480,Oct,Monthly,AB,2011-10,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,1013.7,hPa,929.2,hPa,15.8,kph
-119.53,73.23,73.23,-119.53,2503886.2009.11,2503886,Nov,Monthly,NT,2009-11,-19.3,C,-16.2,C,-22.4,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-89.87,53.83,53.83,-89.87,6010738.2008.11,6010738,Nov,Monthly,ON,2008-11,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,-9999.9,hPa,-9999.9,hPa,,kph
-94.07,61.1,61.1,-94.07,2300MKF.1991.12,2300MKF,Dec,Monthly,NU,1991-12,,C,,C,,C,,mm,,mm,,mm,1012.6,hPa,1011.3,hPa,,kph
-97.2333,49.9167,49.9167,-97.2333,5023222.2015.04,5023222,Apr,Monthly,MB,2015-04,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-72.68,46.37,46.37,-72.68,7018563.1997.03,7018563,Mar,Monthly,QC,1997-03,-7.3,C,-0.9,C,-13.6,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-60.95,46.65,46.65,-60.95,8200827.1994.05,8200827,May,Monthly,NS,1994-05,8,C,13,C,3,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-121.23,61.77,61.77,-121.23,2202102.2004.03,2202102,Mar,Monthly,NT,2004-03,-15.1,C,-8.5,C,-21.6,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-121.58,50.23,50.23,-121.58,1114741.2013.03,1114741,Mar,Monthly,BC,2013-03,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-80,48.15,48.15,-80,6074211.2001.07,6074211,Jul,Monthly,ON,2001-07,17.7,C,23.2,C,12,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-78.72,44.93,44.93,-78.72,6165195.1999.11,6165195,Nov,Monthly,ON,1999-11,3.1,C,7.2,C,-1,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-117.8,70.77,70.77,-117.8,2502505.2014.10,2502505,Oct,Monthly,NT,2014-10,-9999.9,C,-9999.9,C,-9999.9,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-57.58,50.23,50.23,-57.58,8401405.1995.04,8401405,Apr,Monthly,NL,1995-04,0.5,C,3.5,C,-2.5,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-95.6,49.02,49.02,-95.6,5022759.2017.07,5022759,Jul,Monthly,MB,2017-07,18.8,C,25.8,C,11.7,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-97.08,50.93,50.93,-97.08,5030080.1994.12,5030080,Dec,Monthly,MB,1994-12,-11.8,C,-6.8,C,-16.7,C,31.9,mm,0,mm,31.9,mm,,hPa,,hPa,,kph
-71.95,45.48,45.48,-71.95,7020860.2001.06,7020860,Jun,Monthly,QC,2001-06,18.4,C,24.8,C,11.9,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-77.93,62.42,62.42,-77.93,7103327.2012.11,7103327,Nov,Monthly,QC,2012-11,,C,,C,,C,,mm,,mm,,mm,1011.2,hPa,1006.2,hPa,,kph
-130.0106,58.4283,58.4283,-130.0106,1192340.2014.04,1192340,Apr,Monthly,BC,2014-04,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,-9999.9,hPa,-9999.9,hPa,8.5,kph
-53.58,49.11,49.11,-53.58,840BR7C.1997.06,840BR7C,Jun,Monthly,NL,1997-06,,C,,C,,C,,mm,,mm,,mm,1012.8,hPa,-9999.9,hPa,,kph
-79.25,56.54,56.54,-79.25,2303667.1992.08,2303667,Aug,Monthly,NU,1992-08,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-70.22,46.48,46.48,-70.22,7056930.2005.08,7056930,Aug,Monthly,QC,2005-08,16.7,C,23.8,C,9.5,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-127.47,52.19,52.19,-127.47,1061458.2001.11,1061458,Nov,Monthly,BC,2001-11,,C,,C,,C,,mm,,mm,,mm,1008.3,hPa,1004.5,hPa,,kph
-81.82,69.37,69.37,-81.82,2402543.1994.11,2402543,Nov,Monthly,NU,1994-11,,C,,C,,C,,mm,,mm,,mm,1009.8,hPa,1002.7,hPa,,kph
-80.23,43.13,43.13,-80.23,6140954.2002.01,6140954,Jan,Monthly,ON,2002-01,-1.4,C,2.6,C,-5.5,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-81.1511,43.0331,43.0331,-81.1511,6144475.1990.11,6144475,Nov,Monthly,ON,1990-11,,C,,C,,C,113.3,mm,101.1,mm,12.2,mm,1017.4,hPa,983.6,hPa,17.9,kph
-102.5833,52.8833,52.8833,-102.5833,4083323.2014.10,4083323,Oct,Monthly,SK,2014-10,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-78.27,45.53,45.53,-78.27,6080192.2006.10,6080192,Oct,Monthly,ON,2006-10,4.9,C,9.8,C,0,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-120.0767,49.3572,49.3572,-120.0767,1123360.2014.11,1123360,Nov,Monthly,BC,2014-11,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-64.48,48.78,48.78,-64.48,7052601.2014.02,7052601,Feb,Monthly,QC,2014-02,-10.9,C,-5.7,C,-16.1,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-79.85,47.7,47.7,-79.85,6072225.2017.06,6072225,Jun,Monthly,ON,2017-06,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-112.03,49.8,49.8,-112.03,3032550.2007.03,3032550,Mar,Monthly,AB,2007-03,4.4,C,11.4,C,-2.5,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-133.38,62.21,62.21,-133.38,2100517.2010.12,2100517,Dec,Monthly,YT,2010-12,,C,,C,,C,,mm,,mm,,mm,1018.3,hPa,926.6,hPa,,kph
-137.48,61.65,61.65,-137.48,2100100.2014.03,2100100,Mar,Monthly,YT,2014-03,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-75.55,46.57,46.57,-75.55,7035160.1997.05,7035160,May,Monthly,QC,1997-05,-9999.9,C,-9999.9,C,-9999.9,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-102.43,65.1,65.1,-102.43,2303610.2002.03,2303610,Mar,Monthly,NU,2002-03,-28.7,C,-24.6,C,-32.9,C,,mm,,mm,,mm,1023.5,hPa,990.3,hPa,,kph
-119.28,52.13,52.13,-119.28,1160H99.1995.03,1160H99,Mar,Monthly,BC,1995-03,1,C,6.5,C,-4.5,C,,mm,,mm,,mm,1015.8,hPa,-9999.9,hPa,,kph
-81.38,48.55,48.55,-81.38,6078282.2015.02,6078282,Feb,Monthly,ON,2015-02,-22.2,C,-15.1,C,-29.2,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-92.75,49.83,49.83,-92.75,6032119.2012.01,6032119,Jan,Monthly,ON,2012-01,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,-9999.9,hPa,-9999.9,hPa,,kph
-94.38,49.78,49.78,-94.38,6034073.1991.04,6034073,Apr,Monthly,ON,1991-04,6.5,C,12.1,C,0.9,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-67.25,45.22,45.22,-67.25,8104937.1996.05,8104937,May,Monthly,NB,1996-05,,C,,C,,C,,mm,,mm,,mm,1014.6,hPa,-9999.9,hPa,,kph
-139.13,64.07,64.07,-139.13,2100LRP.1993.07,2100LRP,Jul,Monthly,YT,1993-07,16,C,24,C,7.8,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-112.02,54.77,54.77,-112.02,3063685.2005.11,3063685,Nov,Monthly,AB,2005-11,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-79.4167,43.15,43.15,-79.4167,6139141.2016.01,6139141,Jan,Monthly,ON,2016-01,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-96.0778,64.2989,64.2989,-96.0778,2300500.2014.02,2300500,Feb,Monthly,NU,2014-02,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,1015.7,hPa,1013.2,hPa,29.6,kph
-115.78,60.83,60.83,-115.78,2202402.1998.01,2202402,Jan,Monthly,NT,1998-01,-25,C,-21.8,C,-28.1,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-119.65,49.57,49.57,-119.65,112G8L1.1990.12,112G8L1,Dec,Monthly,BC,1990-12,-5.8,C,-3.5,C,-8.1,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-72.5333,48.85,48.85,-72.5333,7065640.2003.04,7065640,Apr,Monthly,QC,2003-04,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-64.23,50.27,50.27,-64.23,7044328.2004.02,7044328,Feb,Monthly,QC,2004-02,,C,,C,,C,,mm,,mm,,mm,1012.6,hPa,1011.2,hPa,,kph
-121.24,60.44,60.44,-121.24,220CQHR.1996.11,220CQHR,Nov,Monthly,NT,1996-11,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-72.2667,48.5167,48.5167,-72.2667,7066685.2007.10,7066685,Oct,Monthly,QC,2007-10,,C,,C,,C,118.7,mm,118.4,mm,0.2,mm,1015.3,hPa,993.4,hPa,13.2,kph
-99.2833,53.1581,53.1581,-99.2833,5031111.2004.03,5031111,Mar,Monthly,MB,2004-03,,C,,C,,C,42.3,mm,6.6,mm,35.8,mm,,hPa,,hPa,,kph
-72.27,48.52,48.52,-72.27,7066686.1992.12,7066686,Dec,Monthly,QC,1992-12,-9.1,C,-4.8,C,-13.2,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-61.18,45.22,45.22,-61.18,8201410.1996.11,8201410,Nov,Monthly,NS,1996-11,4.1,C,6.4,C,1.7,C,111.9,mm,106.8,mm,5.1,mm,,hPa,,hPa,,kph
-55.38,46.92,46.92,-55.38,8403615.2001.05,8403615,May,Monthly,NL,2001-05,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-76.53,64.23,64.23,-76.53,2400635.1991.02,2400635,Feb,Monthly,NU,1991-02,,C,,C,,C,24,mm,0,mm,24,mm,999.5,hPa,993.1,hPa,,kph
-57.4,49.32,49.32,-57.4,8401295.2007.04,8401295,Apr,Monthly,NL,2007-04,-1,C,3.5,C,-5.5,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-65.7,66.13,66.13,-65.7,2403053.1991.09,2403053,Sep,Monthly,NU,1991-09,,C,,C,,C,,mm,,mm,,mm,1009,hPa,1006.1,hPa,,kph
-124.5,49.83,49.83,-124.5,1046392.1999.12,1046392,Dec,Monthly,BC,1999-12,3.4,C,5.6,C,1.2,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-99.95,49.9,49.9,-99.95,5010490.1995.04,5010490,Apr,Monthly,MB,1995-04,-0.2,C,4.5,C,-5,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-120.68,56.23,56.23,-120.68,1180585.1992.09,1180585,Sep,Monthly,BC,1992-09,6.2,C,10.7,C,1.8,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-70.22,46.48,46.48,-70.22,7056930.2011.02,7056930,Feb,Monthly,QC,2011-02,-10.6,C,-4.8,C,-16.3,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-94.3653,49.7903,49.7903,-94.3653,6034075.2015.11,6034075,Nov,Monthly,ON,2015-11,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-122.73,50.3,50.3,-122.73,1086082.2007.05,1086082,May,Monthly,BC,2007-05,12.6,C,20.5,C,4.7,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,1016.4,hPa,991.8,hPa,,kph
-86.95,49.7,49.7,-86.95,6042715.1990.05,6042715,May,Monthly,ON,1990-05,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-115.78,60.83,60.83,-115.78,2202402.2014.11,2202402,Nov,Monthly,NT,2014-11,-13.2,C,-9.9,C,-16.4,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-127.1828,54.8247,54.8247,-127.1828,1077500.1993.04,1077500,Apr,Monthly,BC,1993-04,,C,,C,,C,69.8,mm,69.5,mm,0.2,mm,1011.5,hPa,949.1,hPa,9.2,kph
-76.05,45.53,45.53,-76.05,7034365.1996.08,7034365,Aug,Monthly,QC,1996-08,19.1,C,26,C,12.1,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-67.55,46.15,46.15,-67.55,8105603.2008.08,8105603,Aug,Monthly,NB,2008-08,16.9,C,22.5,C,11.2,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-97.0167,50.6333,50.6333,-97.0167,5031039.2006.12,5031039,Dec,Monthly,MB,2006-12,,C,,C,,C,41.8,mm,0,mm,41.8,mm,,hPa,,hPa,,kph
-68.2,48.6,48.6,-68.2,7055122.2018.10,7055122,Oct,Monthly,QC,2018-10,3.4,C,6.5,C,0.2,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-57.18,51.45,51.45,-57.18,7040813.2012.07,7040813,Jul,Monthly,QC,2012-07,,C,,C,,C,,mm,,mm,,mm,1008.3,hPa,1003.8,hPa,,kph
-65.2,44.4,44.4,-65.2,8202592.2012.11,8202592,Nov,Monthly,NS,2012-11,3.5,C,7.9,C,-0.9,C,,mm,,mm,,mm,1022.6,hPa,1002.2,hPa,,kph
-79.3,44.9667,44.9667,-79.3,6115525.2013.09,6115525,Sep,Monthly,ON,2013-09,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,9.3,kph
-97.87,55.8,55.8,-97.87,5062921.1993.10,5062921,Oct,Monthly,MB,1993-10,-3.4,C,0.7,C,-7.6,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-111.48,49.48,49.48,-111.48,3032642.2006.09,3032642,Sep,Monthly,AB,2006-09,13.3,C,21.2,C,5.3,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-104.1833,49.8167,49.8167,-104.1833,4019040.2011.05,4019040,May,Monthly,SK,2011-05,,C,,C,,C,155.7,mm,155.7,mm,0,mm,,hPa,,hPa,,kph
-57.58,50.23,50.23,-57.58,8401405.2010.12,8401405,Dec,Monthly,NL,2010-12,2.9,C,5.5,C,0.2,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-75.6692,45.3225,45.3225,-75.6692,6106000.1991.11,6106000,Nov,Monthly,ON,1991-11,,C,,C,,C,,mm,,mm,,mm,1018.8,hPa,1004.7,hPa,16,kph
-96.0583,50.1806,50.1806,-96.0583,5032162.1990.04,5032162,Apr,Monthly,MB,1990-04,,C,,C,,C,35.9,mm,23.1,mm,12.8,mm,,hPa,,hPa,,kph
-89.9,53.82,53.82,-89.9,6010740.2008.05,6010740,May,Monthly,ON,2008-05,2.9,C,8.1,C,-2.3,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-110.2833,54.4167,54.4167,-110.2833,3081680.2007.01,3081680,Jan,Monthly,AB,2007-01,-11.7,C,-6.2,C,-17.1,C,36.2,mm,1,mm,35.2,mm,1016.9,hPa,949.2,hPa,11.5,kph
-105.6,57.25,57.25,-105.6,4063753.2017.01,4063753,Jan,Monthly,SK,2017-01,-17.9,C,-12,C,-23.8,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-123.87,49.05,49.05,-123.87,1025369.1998.10,1025369,Oct,Monthly,BC,1998-10,10.1,C,14.4,C,5.8,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-101.08,56.86,56.86,-101.08,5061646.2001.10,5061646,Oct,Monthly,MB,2001-10,,C,,C,,C,,mm,,mm,,mm,1010.6,hPa,966.5,hPa,,kph
-73.6,46.2,46.2,-73.6,7016902.1998.12,7016902,Dec,Monthly,QC,1998-12,-6.1,C,-1.2,C,-11,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-102.43,65.1,65.1,-102.43,2303610.2007.06,2303610,Jun,Monthly,NU,2007-06,-9999.9,C,-9999.9,C,-9999.9,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-73.92,46.68,46.68,-73.92,7077570.1998.01,7077570,Jan,Monthly,QC,1998-01,-11.8,C,-5.4,C,-18.2,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-124.83,48.67,48.67,-124.83,103EFJ0.2000.05,103EFJ0,May,Monthly,BC,2000-05,,C,,C,,C,,mm,,mm,,mm,1016.1,hPa,-9999.9,hPa,,kph
-83.35,47.82,47.82,-83.35,6061362.2013.02,6061362,Feb,Monthly,ON,2013-02,-14.5,C,-8.4,C,-20.6,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-82.57,45.88,45.88,-82.57,6092920.2018.08,6092920,Aug,Monthly,ON,2018-08,21,C,25.8,C,16.1,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-118.88,55.18,55.18,-118.88,3072921.2006.12,3072921,Dec,Monthly,AB,2006-12,-7.4,C,-1.6,C,-13.1,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-108.48,59.57,59.57,-108.48,406QLD0.1999.07,406QLD0,Jul,Monthly,SK,1999-07,15.5,C,20.4,C,10.5,C,21.4,mm,21.4,mm,0,mm,1011.3,hPa,-9999.9,hPa,,kph
-106.18,50.28,50.28,-106.18,4022328.1990.10,4022328,Oct,Monthly,SK,1990-10,4.5,C,12.8,C,-3.8,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-108.42,55.83,55.83,-108.42,4060983.2018.08,4060983,Aug,Monthly,SK,2018-08,15.9,C,20.6,C,11.2,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-57.035,53.7083,53.7083,-57.035,8501100.2011.12,8501100,Dec,Monthly,NL,2011-12,,C,,C,,C,60.2,mm,5.3,mm,54.9,mm,1010.6,hPa,1008.7,hPa,22.3,kph
-101.8667,52.0833,52.0833,-101.8667,4086000.2016.01,4086000,Jan,Monthly,SK,2016-01,,C,,C,,C,28.3,mm,0,mm,28.3,mm,,hPa,,hPa,,kph
-65.32,49.25,49.25,-65.32,7051163.2012.09,7051163,Sep,Monthly,QC,2012-09,-9999.9,C,-9999.9,C,-9999.9,C,,mm,,mm,,mm,1014.2,hPa,1010.6,hPa,,kph
-64.35,49.82,49.82,-64.35,7056200.1994.03,7056200,Mar,Monthly,QC,1994-03,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-77.9833,45.5,45.5,-77.9833,6084770.2014.10,6084770,Oct,Monthly,ON,2014-10,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-55.38,51.88,51.88,-55.38,8500500.1992.12,8500500,Dec,Monthly,NL,1992-12,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-136.22,66.98,66.98,-136.22,2100935.2013.08,2100935,Aug,Monthly,YT,2013-08,,C,,C,,C,,mm,,mm,,mm,1012.5,hPa,925.3,hPa,,kph
-59.3167,50.7,50.7,-59.3167,7048421.1990.05,7048421,May,Monthly,QC,1990-05,,C,,C,,C,91.6,mm,75.5,mm,16.1,mm,,hPa,,hPa,,kph
-66.3667,44.25,44.25,-66.3667,8206260.2012.04,8206260,Apr,Monthly,NS,2012-04,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-53.0764,46.66,46.66,-53.0764,8401000.1994.05,8401000,May,Monthly,NL,1994-05,,C,,C,,C,,mm,,mm,,mm,1013.2,hPa,-9999.9,hPa,20.7,kph
-129.98,55.93,55.93,-129.98,1067748.1992.10,1067748,Oct,Monthly,BC,1992-10,5.4,C,8.2,C,2.5,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-135.01,68.22,68.22,-135.01,2200100.2004.07,2200100,Jul,Monthly,NT,2004-07,,C,,C,,C,,mm,,mm,,mm,1011.7,hPa,1010.9,hPa,,kph
-114,49.52,49.52,-114,3035202.2012.11,3035202,Nov,Monthly,AB,2012-11,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-75.55,45.55,45.55,-75.55,7030170.2017.10,7030170,Oct,Monthly,QC,2017-10,11.3,C,17.2,C,5.3,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-72.9,45.3,45.3,-72.9,7022320.2019.11,7022320,Nov,Monthly,QC,2019-11,-1.5,C,1.9,C,-4.9,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-71.15,47.32,47.32,-71.15,7042395.2001.02,7042395,Feb,Monthly,QC,2001-02,-15.5,C,-8.6,C,-22.3,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-122.0542,52.1831,52.1831,-122.0542,1098940.1997.10,1098940,Oct,Monthly,BC,1997-10,,C,,C,,C,52.5,mm,41.9,mm,10.6,mm,1013.5,hPa,903.1,hPa,9.7,kph
-66.33,47.98,47.98,-66.33,8100880.2013.04,8100880,Apr,Monthly,NB,2013-04,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,-9999.9,hPa,-9999.9,hPa,,kph
-116.45,53.58,53.58,-116.45,3062246.1996.06,3062246,Jun,Monthly,AB,1996-06,11.9,C,17.8,C,6,C,42.9,mm,42.9,mm,0,mm,,hPa,,hPa,,kph
-117.1,58.5167,58.5167,-117.1,3073145.1992.01,3073145,Jan,Monthly,AB,1992-01,,C,,C,,C,,mm,,mm,,mm,,hPa,,hPa,5.4,kph
-84.78,47.97,47.97,-84.78,6059D09.2014.07,6059D09,Jul,Monthly,ON,2014-07,,C,,C,,C,82.7,mm,82.7,mm,0,mm,1013.4,hPa,978.8,hPa,,kph
-121.92,49.17,49.17,-121.92,1101530.2004.03,1101530,Mar,Monthly,BC,2004-03,8.8,C,13.2,C,4.4,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-64.77,46.43,46.43,-64.77,8100593.1990.03,8100593,Mar,Monthly,NB,1990-03,-2.5,C,2.9,C,-8,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-106.58,51.13,51.13,-106.58,4022359.1992.11,4022359,Nov,Monthly,SK,1992-11,-9999.9,C,-9999.9,C,-9999.9,C,,mm,,mm,,mm,1018.2,hPa,-9999.9,hPa,,kph
-67.43,48.47,48.47,-67.43,7050145.2013.12,7050145,Dec,Monthly,QC,2013-12,-12.9,C,-8.8,C,-17,C,,mm,,mm,,mm,1017.3,hPa,995.8,hPa,,kph
-95.6,49.02,49.02,-95.6,5022759.2018.05,5022759,May,Monthly,MB,2018-05,13.7,C,21.7,C,5.7,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-72.78,47.42,47.42,-72.78,707DBD4.2020.08,707DBD4,Aug,Monthly,QC,2020-08,17.4,C,24,C,10.7,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-79.4,43.63,43.63,-79.4,6158359.1995.03,6158359,Mar,Monthly,ON,1995-03,2.3,C,6.2,C,-1.6,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-71.23,47.56,47.56,-71.23,7015791.2001.07,7015791,Jul,Monthly,QC,2001-07,,C,,C,,C,,mm,,mm,,mm,1010.3,hPa,921.8,hPa,,kph
-61.87,47.38,47.38,-61.87,7052960.2004.11,7052960,Nov,Monthly,QC,2004-11,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-123.75,48.37,48.37,-123.75,1018642.1995.05,1018642,May,Monthly,BC,1995-05,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-61.8167,50.1833,50.1833,-61.8167,7045400.1991.12,7045400,Dec,Monthly,QC,1991-12,,C,,C,,C,100,mm,6.1,mm,93.9,mm,1011.3,hPa,1010,hPa,20.2,kph
-122.78,49.02,49.02,-122.78,1108910.2013.11,1108910,Nov,Monthly,BC,2013-11,6.9,C,10.1,C,3.7,C,,mm,,mm,,mm,1020.1,hPa,1018.5,hPa,,kph
-82.95,45.63,45.63,-82.95,6093005.2008.10,6093005,Oct,Monthly,ON,2008-10,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-60.0094,43.9322,43.9322,-60.0094,8204700.1990.08,8204700,Aug,Monthly,NS,1990-08,,C,,C,,C,60.9,mm,60.9,mm,0,mm,1018.1,hPa,1017.6,hPa,12.6,kph
-85.9333,79.9833,79.9833,-85.9333,2401200.1990.11,2401200,Nov,Monthly,NU,1990-11,,C,,C,,C,4.8,mm,0,mm,4.8,mm,1018.1,hPa,1016.6,hPa,5.5,kph
-128.43,50.78,50.78,-128.43,1031353.2000.03,1031353,Mar,Monthly,BC,2000-03,6.2,C,8.3,C,4,C,277.3,mm,277.2,mm,0.1,mm,1016.2,hPa,-9999.9,hPa,,kph
-73.68,53.76,53.76,-73.68,7093GJ3.2011.12,7093GJ3,Dec,Monthly,QC,2011-12,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-118.0667,52.8833,52.8833,-118.0667,3053520.2003.04,3053520,Apr,Monthly,AB,2003-04,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,8.6,kph
-89.5167,48.2333,48.2333,-89.5167,6048864.2017.01,6048864,Jan,Monthly,ON,2017-01,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-71.82,45.37,45.37,-71.82,7024280.2003.07,7024280,Jul,Monthly,QC,2003-07,-9999.9,C,-9999.9,C,-9999.9,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-63.5,44.88,44.88,-63.5,8202250.2014.10,8202250,Oct,Monthly,NS,2014-10,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,1013.6,hPa,996,hPa,18.4,kph
-118.07,49.87,49.87,-118.07,1142820.2013.08,1142820,Aug,Monthly,BC,2013-08,18.9,C,26.6,C,11.2,C,61.9,mm,61.9,mm,0,mm,,hPa,,hPa,,kph
-61.62,66.58,66.58,-61.62,2400654.1994.10,2400654,Oct,Monthly,NU,1994-10,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,-9999.9,hPa,-9999.9,hPa,,kph
